youtube_id,start_second,end_second,onto
3fdw7WJRVQc,19.0,29.0,/m/01yrx
3feqDusJs2A,30.0,40.0,/m/0bt9lr
3ffHDO0Y8AA,230.0,240.0,/m/03qtwd
3fh9zakE2Jg,30.0,40.0,/m/02mk9
3fhWb4uN2WE,21.0,31.0,/m/06bz3
3fiQLlTdHkA,110.0,120.0,/m/03m9d0z
3fjNCHK77ag,30.0,40.0,/m/01yrx
3fl1owN5BVc,17.0,27.0,/m/01yrx
3flBpZSeJWE,30.0,40.0,/m/01yrx
3flcM-BmSmk,30.0,40.0,/m/06bz3
3fmEdb87BcU,190.0,200.0,/m/07jdr
3fo-fkgWyOo,30.0,40.0,/m/06h7j
3foHExIq4JM,30.0,40.0,/m/06h7j
3foUfp2_xZc,30.0,40.0,/m/06h7j
3fpPULg64Og,30.0,40.0,/m/02mk9
3fq6TswOcwg,30.0,40.0,/m/06bz3
3fut0DAD31c,50.0,60.0,/m/02mk9
3fwLWQdtKCU,30.0,40.0,/m/06bz3
3fwsKRu5yg8,100.0,110.0,/m/02mk9
3fxCw1Ct6lA,40.0,50.0,/m/0bt9lr
3fxas9Fbbfk,60.0,70.0,/m/0y4f8
3fyd09OFONk,20.0,30.0,/m/03qtwd
3fzef1cu84E,15.0,25.0,/m/06bz3
3g0PtnJR-FY,30.0,40.0,/m/03k3r
3g3TJc-Kay8,30.0,40.0,/m/06bz3
3g4FJ0MJy5Q,30.0,40.0,/m/015p6
3g5R9BuN1HI,0.0,10.0,/m/01yrx
3g5eP_KEw00,250.0,260.0,/m/07jdr
3g6QbBF5oPU,30.0,40.0,/m/02mk9
3g85QVpRCk0,30.0,40.0,/m/015p6
3g8dJQG3wpY,0.0,10.0,/m/03k3r
3g97KoSkHzA,90.0,100.0,/m/0bt9lr
3g9B09poA6s,110.0,120.0,/m/0bt9lr
3gBtyI4Dghk,30.0,40.0,/m/06bz3
3gChIGS14GU,80.0,90.0,/m/0bt9lr
3gFvmULZ188,30.0,40.0,/m/0bt9lr
3gHVCykViI8,30.0,40.0,/m/06bz3
3gHin2ysKcQ,30.0,40.0,/m/03m9d0z
3gJ3jINcTR0,30.0,40.0,/m/06bz3
3gJj9BziX-4,70.0,80.0,/m/02mk9
3gKh7Tdzx_Y,30.0,40.0,/m/02mk9
3gL8iwqQ2-M,0.0,10.0,/m/015p6
3gLDLqAMg8o,30.0,40.0,/m/0g6b5
3gN8-DbI4pY,210.0,220.0,/m/03qtwd
3gNGuscKjkE,30.0,40.0,/m/015p6
3gPP-fJEkeQ,30.0,40.0,/m/07qlf79
3gSdwo4LvNM,10.0,20.0,/m/015p6
3gTqH3ORd4c,350.0,360.0,/m/03qtwd
3gUqyxHYHP0,30.0,40.0,/m/07qlf79
3gV6QMj0fvQ,430.0,440.0,/m/03m9d0z
3gXb8hq1Vk8,25.0,35.0,/m/01yrx
3gY1q9V9HI0,20.0,30.0,/m/02mk9
3g_eAutPOEI,30.0,40.0,/m/0bt9lr
3g_qGdjWDJQ,180.0,190.0,/m/03m9d0z
3gbUKK1f-RY,0.0,10.0,/m/0y4f8
3gcCwm_mEvw,80.0,90.0,/m/07jdr
3gduk3wDzWQ,70.0,80.0,/m/07jdr
3geUVRitEEc,30.0,40.0,/m/0bt9lr
3gh9ajt-f4U,30.0,40.0,/m/02mk9
3giC63licr8,30.0,40.0,/m/02mk9
3giD0D2Zo3s,21.0,31.0,/m/07jdr
3gjF-cVb_m4,30.0,40.0,/m/01yrx
3gkvtCkRC0U,30.0,40.0,/m/06bz3
3glZHfF0w1E,30.0,40.0,/m/06bz3
3glfM8lCZRA,23.0,33.0,/m/07qlf79
3gmbiB1snGo,440.0,450.0,/m/015p6
3goihmJ7KWk,130.0,140.0,/m/07jdr
3gsZSHvPTjw,30.0,40.0,/m/02mk9
3gtuLPnkCkQ,50.0,60.0,/m/03vt0
3gubpxMnijc,0.0,10.0,/m/02mk9
3gvk2GC6sGY,90.0,100.0,/m/06_fw
3gxuXWRl8sk,30.0,40.0,/m/02mk9
3gzHncXp3Cw,10.0,20.0,/m/07qlf79
3h0Rg3k4DVg,40.0,50.0,/m/03m9d0z
3h0pTte68o8,10.0,20.0,/m/015p6
3h2m7YvDfdU,30.0,40.0,/m/03qtwd
3h3hdMw9RBg,30.0,40.0,/m/06bz3
3h6OcbSOD08,30.0,40.0,/m/06bz3
3h6hYaYVwoc,150.0,160.0,/m/05kq4
3h7x0HPTXwg,210.0,220.0,/m/015p6
3h84XjNMf-Y,50.0,60.0,/m/015p6
3h8SgtOPkMc,3.0,13.0,/m/0bt9lr
3h8WJjEXnk8,130.0,140.0,/m/07jdr
3hCm45tDS-E,50.0,60.0,/m/0199g
3hF981J-vVw,0.0,10.0,/m/015p6
3hFR7L7nIw8,26.0,36.0,/m/02mk9
3hFqSDlt5b4,80.0,90.0,/m/0g6b5
3hFu4B7R3vI,0.0,10.0,/m/02mk9
3hH2e3W-aXg,30.0,40.0,/m/03m9d0z
3hHIU9XPFO8,30.0,40.0,/m/06bz3
3hHkYhW0N3g,20.0,30.0,/m/02mk9
3hK-MbNXyK4,230.0,240.0,/m/0y4f8
3hLv-ppenJg,30.0,40.0,/m/02mk9
3hQMceILMgk,50.0,60.0,/m/06mb1
3hTr9s5xb0M,210.0,220.0,/m/015p6
3hU1LWUtB5k,0.0,10.0,/m/015p6
3hX8J6UoTh8,30.0,40.0,/m/06h7j
3hYVUdiNFYk,22.0,32.0,/m/02mk9
3hYshUoSzjc,0.0,10.0,/m/06_fw
3hacr1F4Ags,19.0,29.0,/m/02mk9
3hbHXu5CmGQ,40.0,50.0,/m/015p6
3hcn442-m7w,20.0,30.0,/m/02mk9
3hdYyaXLvxQ,400.0,410.0,/m/07jdr
3he4zTIGno8,30.0,40.0,/m/0bt9lr
3heFzrR9Eio,0.0,10.0,"/m/03m9d0z, /m/05kq4"
3heMoz3Gql4,30.0,40.0,/m/06bz3
3hgThFIT2mI,30.0,40.0,/m/015p6
3hiocezTmvI,0.0,10.0,/m/015p6
3hkzL9GB898,30.0,40.0,/m/06bz3
3hoNIvSsO6c,110.0,120.0,/m/02mk9
3hoayYYCtj8,30.0,40.0,/m/0bt9lr
3hpqIgHEXlw,0.0,10.0,/m/02mk9
3hswu3FcHmQ,110.0,120.0,/m/0199g
3ht9Q2N-xOE,0.0,8.0,/m/02mk9
3htMe3fZOQM,30.0,40.0,/m/015p6
3hvzeKAQJP8,50.0,60.0,/m/02mk9
3hy5p7EwVG4,20.0,30.0,/m/0bt9lr
3hzJAJYvuQE,340.0,350.0,"/m/03qtwd, /m/06h7j"
3i-YjQMY3vc,19.0,29.0,/m/02mk9
3i-aIAJuobg,30.0,40.0,/m/01yrx
3i04V28NGG0,30.0,40.0,/m/06bz3
3i0SvppGhTI,30.0,40.0,/m/02mk9
3i2MKU90yf4,30.0,40.0,/m/06bz3
3i3FRbzfzXI,0.0,10.0,/m/03vt0
3i56iP7w0ZY,4.0,14.0,/m/02mk9
3i5WW32q68A,20.0,30.0,/m/02mk9
3i5dprsl9_I,1.0,11.0,/m/02mk9
3iEhXH66-b4,470.0,480.0,/m/06mb1
3iF47hspVck,70.0,80.0,/m/02k_mr
3iG1r_avtKc,30.0,40.0,/m/07qlf79
3iGv3TbKgAQ,100.0,110.0,/m/07jdr
3iHmoW2zRJY,30.0,40.0,/m/02mk9
3iIdWGGlBP8,230.0,240.0,/m/03m9d0z
3iJ6TcYh80s,15.0,25.0,/m/02mk9
3iKaVJsj6co,30.0,40.0,/m/0bt9lr
3iMKeGjPFhI,120.0,130.0,/m/0bt9lr
3iMNK_M7ytM,20.0,30.0,/m/03qtwd
3iS2eRhuT8k,40.0,50.0,/m/03m9d0z
3iSYY6gExrA,130.0,140.0,/m/015p6
3iW8npVKTos,30.0,40.0,/m/0bt9lr
3iWPKpXPkVI,10.0,20.0,/m/015p6
3iX5Z5MLcUY,30.0,40.0,/m/06bz3
3iXWy_AFhJY,30.0,40.0,/m/06bz3
3iXjhsZmm28,30.0,40.0,/m/03k3r
3iYj8V-OxJM,30.0,40.0,/m/0bt9lr
3i_W0FLIiJc,30.0,40.0,/m/03k3r
3iae6m70Eck,50.0,60.0,/m/05kq4
3iaoxDMnyv0,30.0,40.0,/m/0bt9lr
3ib-fSbunrc,30.0,40.0,/m/06bz3
3ib1z_s3rjk,30.0,40.0,/m/06bz3
3icreIEi7LQ,30.0,40.0,/m/0bt9lr
3icsOSr8218,0.0,10.0,/m/0_ksk
3iePrGggqmk,25.0,35.0,/m/06h7j
3igmCMqi7R8,30.0,40.0,/m/06mb1
3ihIVCYxJOM,30.0,40.0,/m/015p6
3ijC110Y964,40.0,50.0,/m/07jdr
3ik_wRloth8,30.0,40.0,/m/06bz3
3ikbpTKm4oo,30.0,40.0,/m/06h7j
3ikrWFwWXuQ,30.0,40.0,/m/06bz3
3ioDTgjYsqI,240.0,250.0,"/m/03m9d0z, /m/05kq4"
3ioyLxM_3rM,30.0,40.0,/m/03m9d0z
3iqJcS6tmbQ,18.0,28.0,/m/02mk9
3iugzEOAtaM,30.0,40.0,/m/0bt9lr
3ivoHTR51ds,270.0,280.0,/m/03vt0
3iynBc_rvlo,30.0,40.0,/m/0bt9lr
3izY1Z4wbzY,50.0,60.0,/m/03vt0
3j-Wiq-90_s,30.0,40.0,/m/02k_mr
3j0W67ZPNWs,0.0,10.0,/m/0bt9lr
3j3Me9ErtO4,30.0,40.0,/m/015p6
3j4jnVbi45E,30.0,40.0,/m/06bz3
3j5npewz9q0,30.0,40.0,/m/07jdr
3j6FNm27W3s,5.0,15.0,/m/02mk9
3j6WSfOZIaw,10.0,20.0,/m/06_fw
3j8rO4EKM-w,410.0,420.0,/m/0y4f8
3j911RR3c-4,30.0,40.0,/m/06mb1
3jAHMIbRcKY,30.0,40.0,/m/06bz3
3jB7-T-NmbE,30.0,40.0,/m/02k_mr
3jC14BzR4rs,30.0,40.0,/m/03k3r
3jCS9QzqRfc,2.0,12.0,/m/0bt9lr
3jCfa0yJ4nc,180.0,190.0,/m/02mk9
3jFUHPSo4rY,30.0,40.0,"/m/03m9d0z, /m/05kq4"
3jIeqfKlRKs,30.0,40.0,/m/06h7j
3jIgFcq_iBo,50.0,60.0,/m/02mk9
3jL5G2yz5qE,25.0,35.0,/m/0bt9lr
3jL5VBNj5Xs,13.0,23.0,/m/02mk9
3jMCtjggWNM,30.0,40.0,/m/015p6
3jNWB7I5VIA,6.0,16.0,/m/06_fw
3jNZCX7AAos,0.0,4.0,/m/0bt9lr
3jOXO1kEy_U,110.0,120.0,/m/07jdr
3jOmm3VT9vs,23.0,33.0,/m/02mk9
3jP2GSn_8Pc,270.0,280.0,/m/0y4f8
3jQpJTn0KXM,10.0,20.0,/m/03k3r
3jS8tWfLJxI,90.0,100.0,/m/0bt9lr
3jSF3Xh596Q,220.0,230.0,/m/07jdr
3jT6EXkdLpk,30.0,40.0,/m/015p6
3jV9XxnpW3o,70.0,80.0,/m/05kq4
3jX682ZcJU8,19.0,29.0,/m/0bt9lr
3jXAh3V2FO8,30.0,40.0,/m/03m9d0z
3jYix89OMcM,30.0,40.0,/m/0bt9lr
3jYjwwLQRxY,30.0,40.0,/m/06bz3
3jZgFnf5Ygo,30.0,40.0,/m/0_ksk
3jbDbpRROVE,30.0,40.0,/m/06h7j
3jdCHXCYdnI,30.0,40.0,/m/02mk9
3jeT8e8j6_s,20.0,30.0,/m/03m9d0z
3jfPBeS1M_k,30.0,40.0,/m/02mk9
3jfzrb6_ut4,60.0,70.0,/m/03m9d0z
3jgCETaAwQU,30.0,40.0,/m/06bz3
3jgMGcRoi6w,30.0,40.0,/m/06h7j
3jgZacqDW78,6.0,16.0,/m/0bt9lr
3jhyWabB_e4,30.0,40.0,/m/02mk9
3jikXiQaCjY,30.0,40.0,/m/0199g
3jjR7TxAj9o,30.0,40.0,/m/06bz3
3jk7liA0mK4,76.0,86.0,/m/0_ksk
3jm1y0dlA-8,30.0,40.0,/m/0bt9lr
3jpAt_madtA,30.0,40.0,/m/03k3r
3jpmKhU0KXo,60.0,70.0,/m/0g6b5
3jptVKuB9jY,0.0,10.0,/m/015p6
3jtuaqjpeHg,100.0,110.0,/m/015p6
3juA8a2cGuM,340.0,350.0,/m/03k3r
3jvoCjm23mg,10.0,20.0,/m/06bz3
3jw0baY4b7M,30.0,40.0,/m/02mk9
3jw7Vsb9Ikw,27.0,37.0,/m/03k3r
3jzMzHwLLYg,110.0,120.0,/m/03k3r
3jzigbp8vfQ,10.0,20.0,/m/01yrx
3jzzncqPKMA,30.0,40.0,/m/02mk9
3k06yhK3sfk,0.0,10.0,/m/0bt9lr
3k0xO80irA8,30.0,40.0,/m/015p6
3k1LWm4NIEw,30.0,40.0,/m/0bt9lr
3k1lkB2giU0,15.0,25.0,/m/01yrx
3k3Bg7mxN5Q,420.0,430.0,/m/0bt9lr
3k3wAYh2dSw,30.0,40.0,/m/06bz3
3k4_7n2-XmI,30.0,40.0,/m/06bz3
3k56M5Jnc8Y,30.0,40.0,/m/03k3r
3k6m5XFUR6g,30.0,40.0,/m/06bz3
3k8e3hyk99k,280.0,290.0,/m/03qtwd
3k9ndfSv2uw,30.0,40.0,/m/015p6
3kBBQTU1Qss,0.0,4.0,/m/03k3r
3kFsv0tPLcA,200.0,210.0,/m/05kq4
3kI3u9bNqJw,30.0,40.0,/m/06bz3
3kM17djP5x8,30.0,40.0,/m/02mk9
3kR5HQ41buM,50.0,60.0,/m/02mk9
3kSMQoEOgkw,40.0,50.0,/m/07jdr
3kTQfIgHV88,0.0,10.0,/m/015p6
3kTRlvCIoXk,40.0,50.0,/m/06mb1
3kWbNy-QZWE,30.0,40.0,/m/07qlf79
3kXAm3kxyBA,15.0,25.0,/m/02mk9
3kXCIYhKxqI,180.0,190.0,/m/0y4f8
3kYHKMr4_WM,40.0,50.0,/m/0bt9lr
3kYOhI1Orzk,40.0,50.0,/m/05kq4
3kYyxlfTjvo,8.0,18.0,/m/06h7j
3k_4mlinK9w,30.0,40.0,/m/07jdr
3k_CguxlQOU,30.0,40.0,/m/03qtwd
3k_PKCFjBno,30.0,40.0,/m/02mk9
3k_sL5npDj0,220.0,230.0,/m/07jdr
3kbHcjynq7k,30.0,40.0,/m/0bt9lr
3kdUyByPSAg,28.0,38.0,/m/06mb1
3kdjk9qelpo,30.0,40.0,/m/06bz3
3ke4z_58Xvc,30.0,40.0,/m/03m9d0z
3kg_DR1rkPM,30.0,40.0,/m/01yrx
3kh3LkkHyxA,100.0,110.0,/m/03m9d0z
3khDlKUpLpo,50.0,60.0,/m/02k_mr
3kkMpE3xpuU,40.0,50.0,/m/07jdr
3ks5K9Em2wg,8.0,18.0,/m/0bt9lr
3ktjLsrZ9Q4,30.0,40.0,/m/05kq4
3kulVycV5iM,30.0,40.0,/m/01yrx
3kvU5CsoG74,30.0,40.0,/m/06bz3
3kvmt_jqp5o,30.0,40.0,/m/03qtwd
3kvwq1_mrQ0,30.0,40.0,/m/0bt9lr
3kyCoYFHPQk,30.0,40.0,/m/0_ksk
3kyww0nz32I,30.0,40.0,/m/02mk9
3l05t_jAc0A,0.0,10.0,/m/06_fw
3l22em3tKNM,50.0,60.0,/m/015p6
3l2qP9YClBw,40.0,50.0,/m/06mb1
3l2vHj6owbQ,30.0,40.0,/m/06bz3
3l3H1bc4mKQ,30.0,40.0,/m/0199g
3l87J1gHAqM,90.0,100.0,/m/0bt9lr
3l9rgfGdaTY,30.0,40.0,/m/06bz3
3lCFW2QKVjA,18.0,28.0,/m/0bt9lr
3lDH_ZLcjOE,30.0,40.0,/m/03qtwd
3lGrewXTY4E,27.0,37.0,/m/03k3r
3lKHpVLAeV0,140.0,150.0,/m/03qtwd
3lKnaV-BnRo,30.0,40.0,/m/015p6
3lLmEplV3eY,20.0,30.0,/m/01yrx
3lN6ou-MvDA,30.0,40.0,/m/02mk9
3lQBnG7acWM,30.0,40.0,/m/0bt9lr
3lSTU2WJqa0,560.0,570.0,/m/07jdr
3lUL4Osm1f0,0.0,10.0,/m/0bt9lr
3lUjMILuj0U,100.0,110.0,/m/03qtwd
3lVdvoZ7QlU,30.0,40.0,/m/06h7j
3lYtxHT052E,260.0,270.0,/m/0bt9lr
3lZhCI3Now0,30.0,40.0,/m/0bt9lr
3l_RFqq6-bQ,30.0,40.0,/m/0bt9lr
3layz8eBs3I,30.0,40.0,/m/06bz3
3lb0nnAakAc,110.0,120.0,/m/015p6
3lduDp2PLPY,30.0,40.0,/m/02mk9
3le-x4olvw4,30.0,40.0,/m/02mk9
3leh-_Xki-0,30.0,40.0,/m/0bt9lr
3leu9okgHjI,30.0,40.0,/m/06bz3
3lfHiWEi9Jo,170.0,180.0,/m/07jdr
3ljhczlYDKg,30.0,40.0,/m/06bz3
3lkbgTFDVeI,0.0,10.0,/m/015p6
3llkVnfnyHM,120.0,130.0,/m/07jdr
3lo4-UT2I80,100.0,110.0,/m/02k_mr
3lo9VR6YUsE,580.0,590.0,/m/03m9d0z
3lp2vO0xKZY,5.0,15.0,/m/02mk9
3lrfqY0uJE4,30.0,40.0,/m/0bt9lr
3lrmYGstX2s,30.0,40.0,/m/03m9d0z
3ltUuuZKH4c,140.0,150.0,/m/0bt9lr
3ltXJXD8zjo,30.0,40.0,/m/03k3r
3luH454J01I,500.0,510.0,/m/06bz3
3lvC_AkKMXQ,30.0,40.0,/m/06bz3
3lyTB64cpGA,30.0,40.0,/m/06bz3
3m-fB3fQPs4,30.0,40.0,/m/03k3r
3m-uGKhLsXY,320.0,330.0,/m/06h7j
3m0GbqEvbyM,130.0,140.0,/m/015p6
3m1N9RbQER4,30.0,40.0,/m/02mk9
3m1Ng9JGcTg,30.0,40.0,/m/06bz3
3m2i2PQubjc,30.0,40.0,/m/06bz3
3m3U_Li3VfQ,80.0,90.0,/m/03qtwd
3m48tLD_Qwc,30.0,40.0,/m/06bz3
3m4KZHZsQWk,30.0,40.0,/m/03m9d0z
3m5FYBkGR4E,30.0,40.0,/m/06bz3
3m6Jxah4j8M,30.0,40.0,/m/015p6
3m6ZQSdHBqM,19.0,29.0,/m/01yrx
3mBUqB6Qu_8,430.0,440.0,/m/015p6
3mCQ-yapA4g,30.0,40.0,/m/02mk9
3mDxeEJddS4,70.0,80.0,/m/03m9d0z
3mG8Br7VmgA,30.0,40.0,/m/015p6
3mGqhrKwlaU,30.0,40.0,/m/02mk9
3mHBqojXfow,30.0,40.0,/m/0bt9lr
3mJ0Ci--Wo4,0.0,10.0,/m/03m9d0z
3mLM0dpb8vY,30.0,40.0,/m/0bt9lr
3mLTzRC2gLg,30.0,40.0,/m/0bt9lr
3mMOUNKFqW8,210.0,220.0,/m/06mb1
3mMWyWW2xUo,10.0,20.0,/m/06mb1
3mMg1de5bfg,90.0,100.0,/m/06bz3
3mMq6rysEkk,190.0,200.0,/m/015p6
3mN4MboJIfc,270.0,280.0,/m/015p6
3mPvmYgLuqk,30.0,40.0,/m/02mk9
3mQnfflSzxU,30.0,40.0,/m/06bz3
3mTGVrUW0co,30.0,40.0,/m/02mk9
3mTirJguFX4,350.0,360.0,/m/0199g
3mV_kzIAfb8,20.0,30.0,/m/0bt9lr
3mXY1wwfkAU,30.0,40.0,/m/0199g
3mbF92isynU,30.0,40.0,/m/02mk9
3mbyqiNrxqk,30.0,40.0,/m/03k3r
3mc-AIMDaIw,50.0,60.0,/m/0bt9lr
3meDSO9NNEY,30.0,40.0,/m/06bz3
3mf4B2zqeaE,30.0,40.0,/m/07qlf79
3mgrv45KLFY,17.0,27.0,/m/0bt9lr
3mijJIw-D6Y,20.0,30.0,/m/02mk9
3mjduLm6xqc,30.0,40.0,/m/06bz3
3mlbXpIjuaM,30.0,40.0,/m/0bt9lr
3mpsozZ-nek,30.0,40.0,/m/03k3r
3mqVmPwUQFo,30.0,40.0,/m/03qtwd
3mr7bknvwmE,30.0,40.0,/m/02mk9
3msLliexfYs,260.0,270.0,/m/06_fw
3mwpcqHnhN4,30.0,40.0,/m/03k3r
3n--reua_a0,27.0,37.0,/m/01yrx
3n2DiGjKmco,2.0,12.0,/m/02mk9
3n2NWqLkxTE,20.0,30.0,/m/02mk9
3n4G4MbYRFE,500.0,510.0,/m/07jdr
3n4dkJzMqbo,21.0,31.0,/m/06bz3
3n5QcpNkCbk,30.0,40.0,/m/06mb1
3n5TqCSdLQU,30.0,40.0,/m/06h7j
3n5m_lSegCA,30.0,40.0,/m/06bz3
3n90dwC3gHE,30.0,40.0,/m/03k3r
3nAKWVW2qhE,9.0,19.0,/m/01yrx
3nHI53dHrFo,30.0,40.0,/m/03qtwd
3nI2O-9TH68,23.0,33.0,/m/0g6b5
3nIz7NOua08,0.0,10.0,/m/03m9d0z
3nJCx_NV2x8,30.0,40.0,/m/03qtwd
3nJwPTUO3X8,22.0,32.0,/m/02mk9
3nKI7mkxwpA,30.0,40.0,/m/06mb1
3nKNwSksWYQ,26.0,36.0,/m/0bt9lr
3nLVdzYql3k,200.0,210.0,/m/07jdr
3nLcmGrVltg,30.0,40.0,/m/06bz3
3nNQlf8hzLs,30.0,40.0,/m/06bz3
3nPLvH0yD8I,30.0,40.0,/m/02mk9
3nQz0tr-ELw,30.0,40.0,/m/06_fw
3nSSzsQU2JY,30.0,40.0,/m/0y4f8
3nTXAs9gqs0,30.0,40.0,/m/015p6
3nTyjYVDNPo,30.0,40.0,/m/02mk9
3nW0Dj2dOFo,70.0,80.0,/m/0bt9lr
3nW52sLsriw,30.0,40.0,/m/015p6
3nWeAosWK40,20.0,30.0,/m/0bt9lr
3nXSnfYU_P0,0.0,10.0,/m/05kq4
3nb6tS4NWDc,20.0,30.0,/m/02mk9
3ncyeHWrPio,10.0,20.0,/m/0bt9lr
3ndid3jni7M,40.0,50.0,/m/07jdr
3ng7sbf40KI,30.0,40.0,/m/02mk9
3ngXHZYzxww,30.0,40.0,/m/0bt9lr
3nkhEELhkNo,0.0,10.0,/m/015p6
3nlK2pJKbG8,20.0,30.0,/m/03m9d0z
3nlMowh8X8Y,50.0,60.0,/m/0bt9lr
3nlzf85twB4,0.0,10.0,/m/02mk9
3nmNhPKPQbM,27.0,37.0,/m/07qlf79
3no-1fIJbUY,30.0,40.0,/m/06h7j
3npd0Rbm5Tw,30.0,40.0,/m/06bz3
3npdXK_sNNY,30.0,40.0,/m/06bz3
3npgzpy7L9w,30.0,40.0,/m/06bz3
3nq0Y51sNl8,30.0,40.0,/m/0bt9lr
3ntFslTK6hM,90.0,100.0,/m/07jdr
3nwAbsbJeDI,20.0,30.0,/m/03qtwd
3nxpm_LRiKk,30.0,40.0,/m/06h7j
3o-GXffFaXQ,30.0,40.0,/m/07qlf79
3o-nfj_8WwY,190.0,200.0,/m/0g6b5
3o035U_q3_I,30.0,40.0,/m/03qtwd
3o1wcArquuA,28.0,38.0,/m/03qtwd
3o30DU0B4g4,30.0,40.0,/m/015p6
3o4zEW-uWxE,30.0,40.0,/m/06bz3
3o5MFbC0ifA,24.0,34.0,/m/03m9d0z
3o5qPDJ1190,30.0,40.0,/m/06h7j
3o9GWqWlAlc,210.0,220.0,/m/015p6
3oB4dGpjYrE,50.0,60.0,/m/015p6
3oD91jRksXQ,90.0,100.0,/m/0y4f8
3oDrVc_oJwc,90.0,100.0,/m/015p6
3oDtEx6cBfs,190.0,200.0,/m/015p6
3oE95JPGsOQ,140.0,150.0,/m/0g6b5
3oGP-8-sYUU,40.0,50.0,/m/015p6
3oGvwwUqU6o,10.0,20.0,/m/02mk9
3oHKKQIp7Ag,30.0,40.0,/m/03k3r
3oHYCkzgPK8,60.0,70.0,/m/03vt0
3oIzs7xUwdI,30.0,40.0,/m/03qtwd
3oMgiFKPBxg,440.0,450.0,/m/03m9d0z
3oN6jcAbhuY,0.0,10.0,/m/06_fw
3oQOehR1qj8,180.0,190.0,/m/07jdr
3oRUnj11wOk,110.0,120.0,/m/02k_mr
3oSrsxvcMGU,30.0,40.0,/m/02mk9
3oUDKIIHuio,60.0,70.0,/m/06mb1
3oWU0iwF9s8,30.0,40.0,/m/0bt9lr
3oWrjdxM6eQ,0.0,9.0,/m/02mk9
3oYvSpP9mzg,250.0,260.0,/m/0bt9lr
3oYzD_u2Yos,170.0,180.0,/m/03vt0
3oZOjEYoxqA,30.0,40.0,/m/0bt9lr
3ocG6M5DRts,440.0,450.0,/m/03qtwd
3ocL1xHZAzw,21.0,31.0,/m/0bt9lr
3oeK4YnzlI8,10.0,20.0,/m/0bt9lr
3ofkjkoFAF0,40.0,50.0,/m/05kq4
3og4i309neI,7.0,17.0,/m/03k3r
3ogi8EsRHM8,30.0,40.0,/m/01yrx
3oh5YnHH6HE,30.0,40.0,/m/06bz3
3ojMyFKakpQ,320.0,330.0,/m/0_ksk
3ojfdygtWSA,5.0,15.0,/m/06bz3
3olWAocqgj4,0.0,10.0,/m/015p6
3omoI-zZznc,240.0,250.0,/m/03m9d0z
3ondlgxRHiE,30.0,40.0,/m/02mk9
3oqAUFCk32s,30.0,40.0,/m/03m9d0z
3oqD11nm7tA,30.0,40.0,/m/03k3r
3orp4ZnudpU,12.0,22.0,/m/02mk9
3oup9isoEbw,320.0,330.0,/m/03m9d0z
3owWU5hgGwI,30.0,40.0,/m/0bt9lr
3p2QS_rqfq8,150.0,160.0,/m/015p6
3p3zzq4vhmQ,200.0,210.0,/m/03qtwd
3p6tU0WIUyE,30.0,40.0,/m/06bz3
3p8RkDtYEgE,50.0,60.0,/m/03m9d0z
3p977qK6AK8,30.0,40.0,/m/02mk9
3pCLvoGNnkM,10.0,20.0,/m/06bz3
3pDF3xpA3LI,30.0,40.0,/m/015p6
3pGX0pgpiCE,30.0,40.0,/m/03qtwd
3pIfMXVW43M,50.0,60.0,/m/015p6
3pIkSSUIIpc,30.0,40.0,/m/0199g
3pIlCmySSA8,50.0,60.0,/m/015p6
3pMKBElaGyk,30.0,40.0,/m/02mk9
3pNGhtt7E_0,30.0,40.0,/m/06bz3
3pOMWx1zru8,30.0,40.0,/m/02mk9
3pOanQV1ZyU,30.0,40.0,/m/0bt9lr
3pReDZc2Pmc,30.0,40.0,/m/0bt9lr
3pRg3-ZavcY,40.0,50.0,/m/06mb1
3pSkqwX2FlU,420.0,430.0,/m/015p6
3pTG9trs1cY,20.0,30.0,/m/02mk9
3pVIP6Z3nc0,110.0,120.0,/m/015p6
3pW3fngf4IY,30.0,40.0,/m/02mk9
3pW86xNtueI,30.0,40.0,/m/015p6
3pXJ-Z5sc2A,26.0,36.0,/m/06bz3
3pZ1n4L3Ypc,100.0,110.0,/m/015p6
3pae--gZK1I,40.0,50.0,/m/0y4f8
3pbWC_yp0RI,18.0,28.0,/m/02mk9
3pbd8ZIjjTw,30.0,40.0,/m/06bz3
3pg4jAwW8wg,160.0,170.0,/m/03k3r
3ph4LcphLvE,13.0,23.0,/m/015p6
3phcWYSLg1c,60.0,70.0,/m/015p6
3phm_fK7RIM,310.0,320.0,/m/07qlf79
3phvElR8OOk,30.0,40.0,/m/06bz3
3pnFSPJbZB4,30.0,40.0,/m/03qtwd
3pnNrHelAmY,30.0,40.0,/m/01yrx
3poUD0fa_ig,30.0,40.0,/m/06bz3
3ppTUD-mCcU,28.0,38.0,/m/02mk9
3pqw0oGCiPI,80.0,90.0,/m/0y4f8
3prFh3p9IXo,30.0,40.0,/m/015p6
3psL653n0lc,30.0,40.0,/m/02mk9
3ptlEuPhJ-s,30.0,40.0,/m/03k3r
3pxU_t6NOLg,0.0,8.0,/m/0bt9lr
3pxjKUW9tH4,30.0,40.0,/m/0bt9lr
3pzNOQcAsh4,30.0,40.0,/m/0bt9lr
3q-fJzUcodU,60.0,70.0,/m/07jdr
3q1pQw4cLiw,0.0,10.0,/m/0bt9lr
3q1w4pjBIo0,100.0,110.0,/m/02mk9
